date,pm25_daily,y,month,station_id
2023-05-02,9.2,2.23001440015921,5,KAM
2023-05-03,12.2,2.5095992623783716,5,KAM
2023-05-04,10.8,2.388762789235098,5,KAM
2023-05-05,7.6,2.0412203288596382,5,KAM
2023-05-06,3.2,1.1939224684724346,5,KAM
2023-05-07,4.5,1.5260563034950492,5,KAM
2023-05-08,4.8,1.5892352051165808,5,KAM
2023-05-09,4.5,1.5260563034950492,5,KAM
2023-05-10,4.9,1.6094379124341003,5,KAM
2023-05-11,6.1,1.8245492920510458,5,KAM
2023-05-12,7.4,2.0149030205422647,5,KAM
2023-05-13,9.8,2.2925347571405443,5,KAM
2023-05-14,10.5,2.3608540011180215,5,KAM
2023-05-15,7.5,2.028148247292285,5,KAM
2023-05-16,9.6,2.272125885509337,5,KAM
2023-05-17,104.5,4.650143551630823,5,KAM
2023-05-18,74.4,4.310799125385514,5,KAM
2023-05-19,8.2,2.116255514802552,5,KAM
2023-05-20,8,2.0918640616783932,5,KAM
2023-05-21,5.1,1.6486586255873816,5,KAM
2023-05-22,3.3,1.2237754316221157,5,KAM
2023-05-23,4.5,1.5260563034950492,5,KAM
2023-05-24,13.7,2.6246685921631587,5,KAM
2023-05-25,17.5,2.8678989020441064,5,KAM
2023-05-26,10.2,2.33214389523559,5,KAM
2023-05-27,9.6,2.272125885509337,5,KAM
2023-05-28,6.7,1.916922612182061,5,KAM
2023-05-29,6.3,1.856297990365626,5,KAM
2023-05-30,4.9,1.6094379124341003,5,KAM
2023-05-31,4.6,1.5475625087160128,5,KAM
2023-06-01,7.5,2.028148247292285,6,KAM
2023-06-02,8.3,2.128231705849268,6,KAM
2023-06-03,6.8,1.9315214116032136,6,KAM
2023-06-04,5.5,1.7227665977411035,6,KAM
2023-06-05,3.2,1.1939224684724346,6,KAM
2023-06-06,7,1.9600947840472698,6,KAM
2023-06-07,7.4,2.0149030205422647,6,KAM
2023-06-08,14.7,2.6946271807700692,6,KAM
2023-06-09,15,2.714694743820879,6,KAM
2023-06-10,9.2,2.23001440015921,6,KAM
2023-06-11,4.2,1.4586150226995167,6,KAM
2023-06-12,7.5,2.028148247292285,6,KAM
2023-06-13,6,1.8082887711792655,6,KAM
2023-06-14,26.5,3.2809112157876537,6,KAM
2023-06-15,15.3,2.7343675094195836,6,KAM
2023-06-16,3,1.1314021114911006,6,KAM
2023-06-17,2.8,1.0647107369924282,6,KAM
2023-06-18,2,0.7419373447293773,6,KAM
2023-06-19,2.5,0.9555114450274363,6,KAM
2023-06-20,4.2,1.4586150226995167,6,KAM
2023-06-21,7.5,2.028148247292285,6,KAM
2023-06-22,6.5,1.8870696490323797,6,KAM
2023-06-23,9.6,2.272125885509337,6,KAM
2023-06-24,7.7,2.0541237336955462,6,KAM
2023-06-25,8.1,2.1041341542702074,6,KAM
2023-06-26,11.3,2.4336133554004498,6,KAM
2023-06-27,9,2.2082744135228043,6,KAM
2023-06-28,8.7,2.1747517214841605,6,KAM
2023-06-29,5.7,1.7578579175523736,6,KAM
2023-06-30,4.9,1.6094379124341003,6,KAM
